Source,Source_label,Target,Target_label,Trade.Flow,Weight,Year
348,Hungary,807,TFYR of Macedonia,Export,1726,2015
757,Switzerland,398,Kazakhstan,Export,1724,2015
276,Germany,51,Armenia,Export,1722,2015
484,Mexico,68,Bolivia (Plurinational State of),Export,1720,2015
251,France,508,Mozambique,Export,1716,2015
233,Estonia,156,China,Export,1716,2015
392,Japan,598,Papua New Guinea,Export,1716,2015
604,Peru,862,Venezuela,Export,1712,2015
842,USA,834,United Rep. of Tanzania,Export,1711,2015
442,Luxembourg,757,Switzerland,Export,1709,2015
703,Slovakia,12,Algeria,Export,1706,2015
191,Croatia,56,Belgium,Export,1703,2015
251,France,218,Ecuador,Export,1703,2015
251,France,112,Belarus,Export,1702,2015
100,Bulgaria,196,Cyprus,Export,1700,2015
620,Portugal,710,South Africa,Export,1699,2015
752,Sweden,292,Gibraltar,Export,1696,2015
579,Norway,233,Estonia,Export,1690,2015
276,Germany,524,Nepal,Export,1689,2015
124,Canada,288,Ghana,Export,1687,2015
752,Sweden,604,Peru,Export,1686,2015
100,Bulgaria,752,Sweden,Export,1686,2015
703,Slovakia,440,Lithuania,Export,1686,2015
344,"China, Hong Kong SAR",442,Luxembourg,Export,1686,2015
484,Mexico,704,Viet Nam,Export,1684,2015
554,New Zealand,56,Belgium,Export,1681,2015
642,Romania,246,Finland,Export,1671,2015
191,Croatia,203,Czech Rep.,Export,1670,2015
276,Germany,96,Brunei Darussalam,Export,1669,2015
276,Germany,180,Dem. Rep. of the Congo,Export,1663,2015
792,Turkey,591,Panama,Export,1661,2015
579,Norway,360,Indonesia,Export,1661,2015
251,France,192,Cuba,Export,1658,2015
300,Greece,434,Libya,Export,1656,2015
484,Mexico,620,Portugal,Export,1652,2015
757,Switzerland,50,Bangladesh,Export,1650,2015
392,Japan,388,Jamaica,Export,1648,2015
124,Canada,804,Ukraine,Export,1647,2015
705,Slovenia,156,China,Export,1647,2015
251,France,324,Guinea,Export,1646,2015
348,Hungary,490,"Other Asia, nes",Export,1645,2015
276,Germany,104,Myanmar,Export,1644,2015
276,Germany,600,Paraguay,Export,1638,2015
392,Japan,800,Uganda,Export,1635,2015
458,Malaysia,40,Austria,Export,1634,2015
792,Turkey,762,Tajikistan,Export,1628,2015
642,Romania,788,Tunisia,Export,1625,2015
620,Portugal,392,Japan,Export,1622,2015
276,Germany,887,Yemen,Export,1622,2015
554,New Zealand,144,Sri Lanka,Export,1617,2015
792,Turkey,4,Afghanistan,Export,1616,2015
554,New Zealand,724,Spain,Export,1616,2015
826,United Kingdom,434,Libya,Export,1615,2015
203,Czech Rep.,764,Thailand,Export,1615,2015
208,Denmark,804,Ukraine,Export,1613,2015
300,Greece,620,Portugal,Export,1610,2015
458,Malaysia,804,Ukraine,Export,1609,2015
276,Germany,178,Congo,Export,1609,2015
124,Canada,442,Luxembourg,Export,1607,2015
208,Denmark,152,Chile,Export,1605,2015
752,Sweden,231,Ethiopia,Export,1599,2015
705,Slovenia,12,Algeria,Export,1594,2015
251,France,446,"China, Macao SAR",Export,1590,2015
842,USA,887,Yemen,Export,1588,2015
604,Peru,100,Bulgaria,Export,1587,2015
842,USA,226,Equatorial Guinea,Export,1585,2015
642,Romania,434,Libya,Export,1580,2015
757,Switzerland,604,Peru,Export,1577,2015
276,Germany,340,Honduras,Export,1577,2015
344,"China, Hong Kong SAR",600,Paraguay,Export,1576,2015
300,Greece,124,Canada,Export,1574,2015
792,Turkey,490,"Other Asia, nes",Export,1571,2015
484,Mexico,752,Sweden,Export,1570,2015
251,France,68,Bolivia (Plurinational State of),Export,1568,2015
348,Hungary,428,Latvia,Export,1564,2015
642,Romania,372,Ireland,Export,1562,2015
620,Portugal,788,Tunisia,Export,1558,2015
724,Spain,44,Bahamas,Export,1558,2015
792,Turkey,704,Viet Nam,Export,1554,2015
344,"China, Hong Kong SAR",788,Tunisia,Export,1551,2015
604,Peru,752,Sweden,Export,1551,2015
381,Italy,860,Uzbekistan,Export,1547,2015
724,Spain,398,Kazakhstan,Export,1546,2015
440,Lithuania,348,Hungary,Export,1546,2015
458,Malaysia,887,Yemen,Export,1544,2015
381,Italy,760,Syria,Export,1543,2015
300,Greece,36,Australia,Export,1540,2015
246,Finland,620,Portugal,Export,1540,2015
752,Sweden,704,Viet Nam,Export,1535,2015
616,Poland,498,Rep. of Moldova,Export,1533,2015
842,USA,262,Djibouti,Export,1527,2015
724,Spain,48,Bahrain,Export,1522,2015
251,France,214,Dominican Rep.,Export,1520,2015
381,Italy,188,Costa Rica,Export,1518,2015
724,Spain,478,Mauritania,Export,1517,2015
752,Sweden,608,Philippines,Export,1517,2015
320,Guatemala,214,Dominican Rep.,Export,1517,2015
152,Chile,458,Malaysia,Export,1511,2015
208,Denmark,376,Israel,Export,1511,2015
752,Sweden,554,New Zealand,Export,1509,2015
152,Chile,246,Finland,Export,1508,2015
757,Switzerland,233,Estonia,Export,1506,2015
208,Denmark,566,Nigeria,Export,1503,2015
251,France,498,Rep. of Moldova,Export,1499,2015
842,USA,659,Saint Kitts and Nevis,Export,1498,2015
724,Spain,68,Bolivia (Plurinational State of),Export,1497,2015
152,Chile,858,Uruguay,Export,1493,2015
152,Chile,360,Indonesia,Export,1491,2015
554,New Zealand,50,Bangladesh,Export,1489,2015
620,Portugal,862,Venezuela,Export,1487,2015
124,Canada,203,Czech Rep.,Export,1487,2015
191,Croatia,757,Switzerland,Export,1483,2015
724,Spain,690,Seychelles,Export,1482,2015
251,France,242,Fiji,Export,1482,2015
757,Switzerland,428,Latvia,Export,1479,2015
724,Spain,136,Cayman Isds,Export,1478,2015
344,"China, Hong Kong SAR",834,United Rep. of Tanzania,Export,1477,2015
703,Slovakia,682,Saudi Arabia,Export,1476,2015
484,Mexico,376,Israel,Export,1471,2015
191,Croatia,499,Montenegro,Export,1465,2015
300,Greece,757,Switzerland,Export,1459,2015
842,USA,688,Serbia,Export,1458,2015
124,Canada,620,Portugal,Export,1458,2015
191,Croatia,642,Romania,Export,1457,2015
344,"China, Hong Kong SAR",524,Nepal,Export,1449,2015
757,Switzerland,440,Lithuania,Export,1447,2015
100,Bulgaria,757,Switzerland,Export,1444,2015
554,New Zealand,710,South Africa,Export,1442,2015
620,Portugal,344,"China, Hong Kong SAR",Export,1441,2015
458,Malaysia,372,Ireland,Export,1441,2015
826,United Kingdom,364,Iran,Export,1440,2015
348,Hungary,398,Kazakhstan,Export,1438,2015
579,Norway,682,Saudi Arabia,Export,1436,2015
826,United Kingdom,686,Senegal,Export,1434,2015
152,Chile,608,Philippines,Export,1432,2015
246,Finland,608,Philippines,Export,1430,2015
620,Portugal,682,Saudi Arabia,Export,1427,2015
616,Poland,490,"Other Asia, nes",Export,1423,2015
604,Peru,208,Denmark,Export,1422,2015
554,New Zealand,598,Papua New Guinea,Export,1421,2015
757,Switzerland,144,Sri Lanka,Export,1418,2015
703,Slovakia,372,Ireland,Export,1414,2015
246,Finland,398,Kazakhstan,Export,1414,2015
152,Chile,752,Sweden,Export,1411,2015
124,Canada,368,Iraq,Export,1410,2015
620,Portugal,300,Greece,Export,1407,2015
251,France,268,Georgia,Export,1403,2015
100,Bulgaria,208,Denmark,Export,1392,2015
124,Canada,634,Qatar,Export,1391,2015
100,Bulgaria,364,Iran,Export,1387,2015
124,Canada,214,Dominican Rep.,Export,1387,2015
826,United Kingdom,729,Sudan,Export,1386,2015
579,Norway,642,Romania,Export,1384,2015
276,Germany,780,Trinidad and Tobago,Export,1382,2015
124,Canada,414,Kuwait,Export,1382,2015
392,Japan,508,Mozambique,Export,1380,2015
842,USA,860,Uzbekistan,Export,1380,2015
381,Italy,729,Sudan,Export,1379,2015
276,Germany,508,Mozambique,Export,1378,2015
300,Greece,208,Denmark,Export,1378,2015
344,"China, Hong Kong SAR",214,Dominican Rep.,Export,1377,2015
344,"China, Hong Kong SAR",862,Venezuela,Export,1374,2015
458,Malaysia,508,Mozambique,Export,1369,2015
591,Panama,842,USA,Export,1369,2015
484,Mexico,442,Luxembourg,Export,1368,2015
246,Finland,703,Slovakia,Export,1368,2015
842,USA,180,Dem. Rep. of the Congo,Export,1364,2015
724,Spain,768,Togo,Export,1362,2015
616,Poland,764,Thailand,Export,1362,2015
152,Chile,208,Denmark,Export,1361,2015
251,France,60,Bermuda,Export,1359,2015
554,New Zealand,258,French Polynesia,Export,1359,2015
842,USA,430,Liberia,Export,1359,2015
344,"China, Hong Kong SAR",300,Greece,Export,1355,2015
251,France,262,Djibouti,Export,1354,2015
381,Italy,499,Montenegro,Export,1353,2015
392,Japan,268,Georgia,Export,1351,2015
705,Slovenia,804,Ukraine,Export,1351,2015
348,Hungary,112,Belarus,Export,1348,2015
276,Germany,834,United Rep. of Tanzania,Export,1347,2015
203,Czech Rep.,586,Pakistan,Export,1347,2015
604,Peru,344,"China, Hong Kong SAR",Export,1347,2015
276,Germany,116,Cambodia,Export,1346,2015
842,USA,324,Guinea,Export,1345,2015
579,Norway,376,Israel,Export,1345,2015
276,Germany,466,Mali,Export,1345,2015
458,Malaysia,246,Finland,Export,1338,2015
196,Cyprus,826,United Kingdom,Export,1338,2015
604,Peru,246,Finland,Export,1335,2015
842,USA,96,Brunei Darussalam,Export,1334,2015
251,France,670,Saint Vincent and the Grenadines,Export,1333,2015
152,Chile,710,South Africa,Export,1332,2015
233,Estonia,724,Spain,Export,1329,2015
222,El Salvador,591,Panama,Export,1319,2015
579,Norway,112,Belarus,Export,1319,2015
246,Finland,458,Malaysia,Export,1319,2015
246,Finland,512,Oman,Export,1318,2015
604,Peru,32,Argentina,Export,1313,2015
792,Turkey,404,Kenya,Export,1313,2015
372,Ireland,414,Kuwait,Export,1307,2015
372,Ireland,704,Viet Nam,Export,1306,2015
642,Romania,170,Colombia,Export,1306,2015
300,Greece,499,Montenegro,Export,1304,2015
724,Spain,340,Honduras,Export,1304,2015
208,Denmark,32,Argentina,Export,1295,2015
208,Denmark,360,Indonesia,Export,1294,2015
203,Czech Rep.,360,Indonesia,Export,1292,2015
752,Sweden,688,Serbia,Export,1288,2015
724,Spain,50,Bangladesh,Export,1287,2015
372,Ireland,608,Philippines,Export,1287,2015
752,Sweden,705,Slovenia,Export,1287,2015
344,"China, Hong Kong SAR",188,Costa Rica,Export,1285,2015
792,Turkey,686,Senegal,Export,1282,2015
203,Czech Rep.,368,Iraq,Export,1280,2015
233,Estonia,804,Ukraine,Export,1280,2015
842,USA,516,Namibia,Export,1279,2015
124,Canada,188,Costa Rica,Export,1273,2015
752,Sweden,100,Bulgaria,Export,1271,2015
320,Guatemala,381,Italy,Export,1271,2015
251,France,140,Central African Rep.,Export,1271,2015
752,Sweden,288,Ghana,Export,1270,2015
842,USA,478,Mauritania,Export,1270,2015
251,France,96,Brunei Darussalam,Export,1267,2015
792,Turkey,178,Congo,Export,1264,2015
392,Japan,231,Ethiopia,Export,1263,2015
484,Mexico,388,Jamaica,Export,1263,2015
251,France,887,Yemen,Export,1260,2015
208,Denmark,858,Uruguay,Export,1259,2015
208,Denmark,422,Lebanon,Export,1259,2015
191,Croatia,818,Egypt,Export,1258,2015
442,Luxembourg,792,Turkey,Export,1255,2015
484,Mexico,84,Belize,Export,1253,2015
191,Croatia,807,TFYR of Macedonia,Export,1251,2015
620,Portugal,376,Israel,Export,1250,2015
152,Chile,512,Oman,Export,1248,2015
458,Malaysia,540,New Caledonia,Export,1246,2015
458,Malaysia,591,Panama,Export,1239,2015
381,Italy,352,Iceland,Export,1238,2015
440,Lithuania,860,Uzbekistan,Export,1235,2015
579,Norway,136,Cayman Isds,Export,1223,2015
233,Estonia,381,Italy,Export,1223,2015
484,Mexico,458,Malaysia,Export,1222,2015
703,Slovakia,410,Rep. of Korea,Export,1213,2015
792,Turkey,234,Faeroe Isds,Export,1213,2015
203,Czech Rep.,70,Bosnia Herzegovina,Export,1211,2015
616,Poland,31,Azerbaijan,Export,1209,2015
344,"China, Hong Kong SAR",634,Qatar,Export,1208,2015
381,Italy,51,Armenia,Export,1204,2015
124,Canada,512,Oman,Export,1204,2015
392,Japan,96,Brunei Darussalam,Export,1203,2015
372,Ireland,32,Argentina,Export,1201,2015
842,USA,258,French Polynesia,Export,1201,2015
620,Portugal,36,Australia,Export,1199,2015
703,Slovakia,710,South Africa,Export,1198,2015
381,Italy,68,Bolivia (Plurinational State of),Export,1187,2015
246,Finland,704,Viet Nam,Export,1186,2015
208,Denmark,688,Serbia,Export,1186,2015
616,Poland,788,Tunisia,Export,1185,2015
792,Turkey,32,Argentina,Export,1183,2015
792,Turkey,233,Estonia,Export,1178,2015
616,Poland,566,Nigeria,Export,1178,2015
458,Malaysia,368,Iraq,Export,1177,2015
320,Guatemala,56,Belgium,Export,1175,2015
276,Germany,686,Senegal,Export,1171,2015
458,Malaysia,400,Jordan,Export,1170,2015
300,Greece,348,Hungary,Export,1169,2015
579,Norway,428,Latvia,Export,1169,2015
484,Mexico,246,Finland,Export,1167,2015
36,Australia,90,Solomon Isds,Export,1166,2015
792,Turkey,834,United Rep. of Tanzania,Export,1164,2015
348,Hungary,458,Malaysia,Export,1164,2015
344,"China, Hong Kong SAR",804,Ukraine,Export,1163,2015
208,Denmark,512,Oman,Export,1161,2015
152,Chile,300,Greece,Export,1159,2015
458,Malaysia,12,Algeria,Export,1158,2015
442,Luxembourg,203,Czech Rep.,Export,1157,2015
724,Spain,568,"Other Europe, nes",Export,1156,2015
233,Estonia,792,Turkey,Export,1155,2015
792,Turkey,384,C衰te d'Ivoire,Export,1155,2015
579,Norway,818,Egypt,Export,1154,2015
100,Bulgaria,376,Israel,Export,1153,2015
344,"China, Hong Kong SAR",233,Estonia,Export,1153,2015
381,Italy,320,Guatemala,Export,1152,2015
826,United Kingdom,188,Costa Rica,Export,1149,2015
152,Chile,682,Saudi Arabia,Export,1149,2015
203,Czech Rep.,31,Azerbaijan,Export,1148,2015
620,Portugal,818,Egypt,Export,1144,2015
620,Portugal,152,Chile,Export,1144,2015
352,Iceland,208,Denmark,Export,1143,2015
458,Malaysia,462,Maldives,Export,1139,2015
724,Spain,404,Kenya,Export,1138,2015
36,Australia,804,Ukraine,Export,1137,2015
392,Japan,887,Yemen,Export,1136,2015
320,Guatemala,410,Rep. of Korea,Export,1135,2015
442,Luxembourg,208,Denmark,Export,1135,2015
440,Lithuania,156,China,Export,1135,2015
579,Norway,484,Mexico,Export,1133,2015
344,"China, Hong Kong SAR",364,Iran,Export,1132,2015
196,Cyprus,376,Israel,Export,1126,2015
246,Finland,300,Greece,Export,1125,2015
579,Norway,348,Hungary,Export,1124,2015
724,Spain,120,Cameroon,Export,1122,2015
246,Finland,504,Morocco,Export,1120,2015
724,Spain,600,Paraguay,Export,1119,2015
554,New Zealand,208,Denmark,Export,1117,2015
208,Denmark,170,Colombia,Export,1115,2015
372,Ireland,152,Chile,Export,1114,2015
703,Slovakia,504,Morocco,Export,1113,2015
616,Poland,860,Uzbekistan,Export,1107,2015
616,Poland,28,Antigua and Barbuda,Export,1107,2015
152,Chile,344,"China, Hong Kong SAR",Export,1096,2015
208,Denmark,554,New Zealand,Export,1094,2015
616,Poland,591,Panama,Export,1091,2015
381,Italy,120,Cameroon,Export,1091,2015
208,Denmark,634,Qatar,Export,1090,2015
757,Switzerland,434,Libya,Export,1084,2015
757,Switzerland,218,Ecuador,Export,1084,2015
251,France,28,Antigua and Barbuda,Export,1083,2015
36,Australia,104,Myanmar,Export,1082,2015
124,Canada,591,Panama,Export,1081,2015
372,Ireland,100,Bulgaria,Export,1081,2015
392,Japan,136,Cayman Isds,Export,1079,2015
251,France,499,Montenegro,Export,1075,2015
251,France,795,Turkmenistan,Export,1073,2015
442,Luxembourg,643,Russian Federation,Export,1071,2015
579,Norway,430,Liberia,Export,1069,2015
440,Lithuania,757,Switzerland,Export,1067,2015
352,Iceland,56,Belgium,Export,1066,2015
100,Bulgaria,682,Saudi Arabia,Export,1066,2015
100,Bulgaria,191,Croatia,Export,1060,2015
152,Chile,320,Guatemala,Export,1060,2015
616,Poland,360,Indonesia,Export,1058,2015
579,Norway,152,Chile,Export,1058,2015
484,Mexico,554,New Zealand,Export,1057,2015
554,New Zealand,540,New Caledonia,Export,1056,2015
392,Japan,288,Ghana,Export,1055,2015
251,France,320,Guatemala,Export,1053,2015
320,Guatemala,152,Chile,Export,1052,2015
276,Germany,496,Mongolia,Export,1050,2015
100,Bulgaria,620,Portugal,Export,1050,2015
36,Australia,203,Czech Rep.,Export,1048,2015
392,Japan,418,Lao People's Dem. Rep.,Export,1045,2015
442,Luxembourg,124,Canada,Export,1045,2015
191,Croatia,792,Turkey,Export,1044,2015
300,Greece,591,Panama,Export,1042,2015
440,Lithuania,702,Singapore,Export,1041,2015
344,"China, Hong Kong SAR",504,Morocco,Export,1040,2015
208,Denmark,608,Philippines,Export,1039,2015
792,Turkey,608,Philippines,Export,1039,2015
344,"China, Hong Kong SAR",288,Ghana,Export,1037,2015
352,Iceland,566,Nigeria,Export,1036,2015
620,Portugal,410,Rep. of Korea,Export,1035,2015
300,Greece,498,Rep. of Moldova,Export,1034,2015
724,Spain,231,Ethiopia,Export,1030,2015
348,Hungary,788,Tunisia,Export,1029,2015
579,Norway,710,South Africa,Export,1029,2015
392,Japan,480,Mauritius,Export,1028,2015
458,Malaysia,705,Slovenia,Export,1023,2015
372,Ireland,554,New Zealand,Export,1020,2015
752,Sweden,442,Luxembourg,Export,1014,2015
381,Italy,768,Togo,Export,1013,2015
251,France,336,Holy See (Vatican City State),Export,1013,2015
381,Italy,834,United Rep. of Tanzania,Export,1013,2015
842,USA,196,Cyprus,Export,1012,2015
320,Guatemala,398,Kazakhstan,Export,1012,2015
724,Spain,480,Mauritius,Export,1007,2015
752,Sweden,470,Malta,Export,1007,2015
344,"China, Hong Kong SAR",512,Oman,Export,1006,2015
300,Greece,344,"China, Hong Kong SAR",Export,1006,2015
276,Germany,324,Guinea,Export,1006,2015
620,Portugal,32,Argentina,Export,1005,2015
276,Germany,516,Namibia,Export,1004,2015
276,Germany,480,Mauritius,Export,1003,2015
579,Norway,768,Togo,Export,1003,2015
604,Peru,214,Dominican Rep.,Export,1002,2015
826,United Kingdom,112,Belarus,Export,1001,2015
100,Bulgaria,788,Tunisia,Export,1001,2015
604,Peru,36,Australia,Export,1001,2015
251,France,116,Cambodia,Export,1000,2015
579,Norway,234,Faeroe Isds,Export,1000,2015
203,Czech Rep.,608,Philippines,Export,998,2015
124,Canada,788,Tunisia,Export,995,2015
752,Sweden,170,Colombia,Export,993,2015
458,Malaysia,4,Afghanistan,Export,991,2015
381,Italy,780,Trinidad and Tobago,Export,989,2015
392,Japan,705,Slovenia,Export,988,2015
392,Japan,222,El Salvador,Export,988,2015
826,United Kingdom,894,Zambia,Export,987,2015
826,United Kingdom,837,Bunkers,Export,987,2015
616,Poland,586,Pakistan,Export,985,2015
792,Turkey,262,Djibouti,Export,982,2015
616,Poland,837,Bunkers,Export,979,2015
344,"China, Hong Kong SAR",120,Cameroon,Export,976,2015
458,Malaysia,860,Uzbekistan,Export,975,2015
344,"China, Hong Kong SAR",48,Bahrain,Export,973,2015
792,Turkey,478,Mauritania,Export,972,2015
703,Slovakia,70,Bosnia Herzegovina,Export,971,2015
251,France,652,Saint Barth姓lemy,Export,968,2015
484,Mexico,600,Paraguay,Export,968,2015
300,Greece,584,Marshall Isds,Export,966,2015
344,"China, Hong Kong SAR",24,Angola,Export,964,2015
484,Mexico,642,Romania,Export,964,2015
344,"China, Hong Kong SAR",858,Uruguay,Export,963,2015
100,Bulgaria,422,Lebanon,Export,961,2015
392,Japan,233,Estonia,Export,959,2015
352,Iceland,643,Russian Federation,Export,956,2015
203,Czech Rep.,704,Viet Nam,Export,955,2015
276,Germany,478,Mauritania,Export,954,2015
642,Romania,70,Bosnia Herzegovina,Export,952,2015
392,Japan,558,Nicaragua,Export,952,2015
300,Greece,703,Slovakia,Export,951,2015
372,Ireland,352,Iceland,Export,950,2015
440,Lithuania,703,Slovakia,Export,950,2015
620,Portugal,442,Luxembourg,Export,947,2015
100,Bulgaria,516,Namibia,Export,947,2015
124,Canada,320,Guatemala,Export,947,2015
352,Iceland,392,Japan,Export,946,2015
203,Czech Rep.,807,TFYR of Macedonia,Export,946,2015
348,Hungary,442,Luxembourg,Export,945,2015
440,Lithuania,40,Austria,Export,944,2015
554,New Zealand,152,Chile,Export,944,2015
152,Chile,784,United Arab Emirates,Export,943,2015
826,United Kingdom,268,Georgia,Export,943,2015
208,Denmark,100,Bulgaria,Export,943,2015
604,Peru,516,Namibia,Export,942,2015
616,Poland,400,Jordan,Export,942,2015
616,Poland,152,Chile,Export,942,2015
752,Sweden,304,Greenland,Export,941,2015
233,Estonia,837,Bunkers,Export,939,2015
440,Lithuania,372,Ireland,Export,938,2015
152,Chile,616,Poland,Export,935,2015
458,Malaysia,642,Romania,Export,935,2015
705,Slovenia,784,United Arab Emirates,Export,934,2015
724,Spain,112,Belarus,Export,932,2015
616,Poland,32,Argentina,Export,931,2015
124,Canada,729,Sudan,Export,927,2015
344,"China, Hong Kong SAR",340,Honduras,Export,926,2015
752,Sweden,414,Kuwait,Export,924,2015
579,Norway,804,Ukraine,Export,923,2015
440,Lithuania,620,Portugal,Export,921,2015
604,Peru,320,Guatemala,Export,920,2015
348,Hungary,498,Rep. of Moldova,Export,919,2015
591,Panama,276,Germany,Export,918,2015
458,Malaysia,604,Peru,Export,917,2015
124,Canada,398,Kazakhstan,Export,917,2015
300,Greece,372,Ireland,Export,916,2015
616,Poland,862,Venezuela,Export,914,2015
276,Germany,800,Uganda,Export,913,2015
372,Ireland,586,Pakistan,Export,910,2015
233,Estonia,124,Canada,Export,908,2015
246,Finland,586,Pakistan,Export,907,2015
554,New Zealand,604,Peru,Export,907,2015
251,France,534,Saint Maarten,Export,906,2015
203,Czech Rep.,634,Qatar,Export,905,2015
276,Germany,4,Afghanistan,Export,905,2015
251,France,70,Bosnia Herzegovina,Export,903,2015
642,Romania,196,Cyprus,Export,902,2015
826,United Kingdom,204,Benin,Export,901,2015
842,USA,308,Grenada,Export,901,2015
